requisite_id,course_number,requisite_number,course_x,course_y,requisite_x,requisite_y,requisite_is_primary
1,101,100,2.653589793355116e-06,1.9999999999982396,1.326794896677558e-06,0.9999999999991198,1
1,101,102,2.653589793355116e-06,1.9999999999982396,-0.9238786439595523,0.38268557751169385,0
1,101,104,2.653589793355116e-06,1.9999999999982396,-0.980785830444625,-0.19508755675093026,0
1,101,110,2.653589793355116e-06,1.9999999999982396,-0.19509406325481018,-0.9807845362171694,0
1,101,120,2.653589793355116e-06,1.9999999999982396,0.8314698887253485,0.555569819323419,0
1,101,180,2.653589793355116e-06,1.9999999999982396,-0.5555687161329251,0.8314706258518176,0
1,101,184,2.653589793355116e-06,1.9999999999982396,-0.7071091266468291,-0.707104435718486,0
2,103,100,-1.8477572879191047,0.7653711550233877,1.326794896677558e-06,0.9999999999991198,0
2,103,102,-1.8477572879191047,0.7653711550233877,-0.9238786439595523,0.38268557751169385,1
2,103,104,-1.8477572879191047,0.7653711550233877,-0.980785830444625,-0.19508755675093026,0
2,103,110,-1.8477572879191047,0.7653711550233877,-0.19509406325481018,-0.9807845362171694,0
2,103,120,-1.8477572879191047,0.7653711550233877,0.8314698887253485,0.555569819323419,0
2,103,180,-1.8477572879191047,0.7653711550233877,-0.5555687161329251,0.8314706258518176,0
2,103,184,-1.8477572879191047,0.7653711550233877,-0.7071091266468291,-0.707104435718486,0
3,152,101,1.1111418450258703,1.6629383031948315,2.653589793355116e-06,1.9999999999982396,1
4,105,100,-1.96157166088925,-0.3901751135018605,1.326794896677558e-06,0.9999999999991198,0
4,105,102,-1.96157166088925,-0.3901751135018605,-0.9238786439595523,0.38268557751169385,0
4,105,104,-1.96157166088925,-0.3901751135018605,-0.980785830444625,-0.19508755675093026,1
4,105,110,-1.96157166088925,-0.3901751135018605,-0.19509406325481018,-0.9807845362171694,0
4,105,120,-1.96157166088925,-0.3901751135018605,0.8314698887253485,0.555569819323419,0
4,105,180,-1.96157166088925,-0.3901751135018605,-0.5555687161329251,0.8314706258518176,0
4,105,184,-1.96157166088925,-0.3901751135018605,-0.7071091266468291,-0.707104435718486,0
5,121,120,1.662939777450697,1.111139638646838,0.8314698887253485,0.555569819323419,1
5,121,100,1.662939777450697,1.111139638646838,1.326794896677558e-06,0.9999999999991198,0
5,121,102,1.662939777450697,1.111139638646838,-0.9238786439595523,0.38268557751169385,0
5,121,104,1.662939777450697,1.111139638646838,-0.980785830444625,-0.19508755675093026,0
5,121,180,1.662939777450697,1.111139638646838,-0.5555687161329251,0.8314706258518176,0
5,121,184,1.662939777450697,1.111139638646838,-0.7071091266468291,-0.707104435718486,0
7,200,101,3.9803846900326745e-06,2.9999999999973594,2.653589793355116e-06,1.9999999999982396,1
7,200,103,3.9803846900326745e-06,2.9999999999973594,-1.8477572879191047,0.7653711550233877,0
7,200,105,3.9803846900326745e-06,2.9999999999973594,-1.96157166088925,-0.3901751135018605,0
7,200,121,3.9803846900326745e-06,2.9999999999973594,1.662939777450697,1.111139638646838,0
8,210,101,-1.885580804125809,3.527688340983691,2.653589793355116e-06,1.9999999999982396,1
8,210,103,-1.885580804125809,3.527688340983691,-1.8477572879191047,0.7653711550233877,0
8,210,105,-1.885580804125809,3.527688340983691,-1.96157166088925,-0.3901751135018605,0
8,210,121,-1.885580804125809,3.527688340983691,1.662939777450697,1.111139638646838,0
9,210,215,-1.885580804125809,3.527688340983691,0.7803658426171541,3.923140215653325,1
9,210,255,-1.885580804125809,3.527688340983691,2.1213217508376787,2.1213189362806726,0
9,210,256,-1.885580804125809,3.527688340983691,2.474875375977292,2.4748720923274514,0
9,210,258,-1.885580804125809,3.527688340983691,1.7677681256980657,1.767765780233894,0
10,210,152,-1.885580804125809,3.527688340983691,1.1111418450258703,1.6629383031948315,0
10,210,221,-1.885580804125809,3.527688340983691,-1.6667061483987755,2.4944118775554527,1
10,210,223,-1.885580804125809,3.527688340983691,3.0,0.0,0
11,215,101,0.7803658426171541,3.923140215653325,2.653589793355116e-06,1.9999999999982396,1
11,215,103,0.7803658426171541,3.923140215653325,-1.8477572879191047,0.7653711550233877,0
11,215,105,0.7803658426171541,3.923140215653325,-1.96157166088925,-0.3901751135018605,0
11,215,121,0.7803658426171541,3.923140215653325,1.662939777450697,1.111139638646838,0
12,215,152,0.7803658426171541,3.923140215653325,1.1111418450258703,1.6629383031948315,0
12,215,221,0.7803658426171541,3.923140215653325,-1.6667061483987755,2.4944118775554527,1
12,215,223,0.7803658426171541,3.923140215653325,3.0,0.0,0
13,215,200,0.7803658426171541,3.923140215653325,3.9803846900326745e-06,2.9999999999973594,1
13,215,217,0.7803658426171541,3.923140215653325,1.3393952309986046,3.2335770309640366,0
13,215,226,0.7803658426171541,3.923140215653325,2.4944096661760455,1.6667094579702568,0
